Código Produto,Nome Produto,Marca,Modelo,Tipo,Indice,Tratamento,Antireflexo,Variação Antireflexo
LSA0002872,LT PRONTA SUPERMAX 1.50 SENSITIVE CNZ AR,SUPERMAX,,LENTE PRONTA,1.50,SENSITIVE,AR,
LSA0002873,LT PRONTA SUPERMAX 1.56 INC AR,SUPERMAX,,LENTE PRONTA,1.56,,AR,
LSA0002875,LT PRONTA SUPERMAX 1.61 INC AR,SUPERMAX,,LENTE PRONTA,1.60,,AR,
LSA0002877,LT PRONTA SUPERMAX 1.67 INC AR,SUPERMAX,,LENTE PRONTA,1.67,,AR,
LSA0002879,LT PRONTA SUPERMAX 1.74 INC AR,SUPERMAX,,LENTE PRONTA,1.74,,AR,
LSA0002880,LT PRONTA SUPERMAX 1.56 BLUE CUT AR,SUPERMAX,,LENTE PRONTA,1.56,,BLUE CUT,
LSA0002881,LT PRONTA SUPERMAX 1.61 BLUE CUT AR,SUPERMAX,,LENTE PRONTA,1.60,,BLUE CUT,
LSA0002882,LT PRONTA SUPERMAX 1.67 BLUE CUT AR,SUPERMAX,,LENTE PRONTA,1.67,,BLUE CUT,
LSA0002883,LT PRONTA SUPERMAX LIGHT 1.56 SENSITIVE CNZ AR,SUPERMAX,LIGHT,LENTE PRONTA,1.56,SENSITIVE,AR,
LSA0002884,LT PRONTA SUPERMAX PLUS 1.56 INC AR,SUPERMAX,PLUS,LENTE PRONTA,1.56,,AR,
LSA0002886,LT PRONTA SUPERMAX PLUS 1.61 INC AR,SUPERMAX,PLUS,LENTE PRONTA,1.60,,AR,
LSA0002888,LT PRONTA SUPERMAX PLUS 1.67 INC AR,SUPERMAX,PLUS,LENTE PRONTA,1.67,,AR,
LSA0002890,LT PRONTA SUPERMAX PLUS 1.74 INC AR,SUPERMAX,PLUS,LENTE PRONTA,1.74,,AR,
LSA0002892,LT PRONTA SUPERMAX PLUS POLI INC AR,SUPERMAX,PLUS,LENTE PRONTA,1.59,,AR,
LSA0002894,LT PRONTA SUPERMAX POLI INC AR,SUPERMAX,,LENTE PRONTA,1.59,,AR,
LSA0002896,LT PRONTA SUPERMAX POLI BLUE CUT AR,SUPERMAX,,LENTE PRONTA,1.59,,BLUE CUT,
LSA0002898,LT PRONTA ZEISS 1.50 ASP DURAVISION BLUEPROTECT UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,BLUEPROTECT
LSA0002899,LT PRONTA ZEISS 1.50 ASP DURAVISION CHROME UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,CHROME
LSA0002900,LT PRONTA ZEISS 1.50 ASP DURAVISION PLATINUM UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,PLATINUM
LSA0002901,LT PRONTA ZEISS 1.50 ASP DURAVISION SILVER UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,SILVER
LSA0002903,LT PRONTA ZEISS 1.60 ASP DURAVISION BLUEPROTECT UV,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,BLUEPROTECT
LSA0002904,LT PRONTA ZEISS 1.60 ASP DURAVISION PLATINUM UV,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,PLATINUM
LSA0002905,LT PRONTA ZEISS 1.60 ASP DURAVISION SILVER UV,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,SILVER
LSA0002906,LT PRONTA ZEISS 1.67 ASP DURAVISION BLUEPROTECT UV,ZEISS,,LENTE PRONTA,1.67,,DURAVISION,BLUEPROTECT
LSA0002907,LT PRONTA ZEISS 1.67 ASP DURAVISION PLATINUM UV,ZEISS,,LENTE PRONTA,1.67,,DURAVISION,PLATINUM
LSA0002908,LT PRONTA ZEISS 1.67 ASP DURAVISION SILVER UV,ZEISS,,LENTE PRONTA,1.67,,DURAVISION,SILVER
LSA0002909,LT PRONTA ZEISS 1.74 ASP DURAVISION PLATINUM UV,ZEISS,,LENTE PRONTA,1.74,,DURAVISION,PLATINUM
LSA0002910,LT PRONTA ZEISS POLI ASP DURAVISION BLUEPROTECT UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,BLUEPROTECT
LSA0002911,LT PRONTA ZEISS POLI ASP DURAVISION CHROME UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,CHROME
LSA0002912,LT PRONTA ZEISS POLI ASP DURAVISION PLATINUM UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,PLATINUM
LSA0002913,LT PRONTA ZEISS POLI ASP DURAVISION SILVER UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,SILVER
LSA0002922,PR FREEMAX SOFT 1.67 INC FILTRO AZUL CLEAR UV,FREEMAX,,PROGRESSIVA,1.67,,CLEAR UV,
LSA0002923,PR FREEMAX SOFT 1.67 INC FILTRO AZUL CLEARPLUS,FREEMAX,,PROGRESSIVA,1.67,,CLEARPLUS,
LSA0002961,PR GLOBAL LUX HD 1.50 FILTRO AZUL ANTIRRISCO,GLOBAL LUX,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0002962,PROG GLOBAL LUX HD 1.50 BLUE FILTER CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.50,,CLEAR UV,
LSA0002963,PR GLOBAL LUX HD 1.50 INC FILTRO AZUL CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.50,,CLEAR UV,
LSA0002964,PR GLOBAL LUX HD 1.50 INC FILTRO AZUL CLEARPLUS,GLOBAL LUX,,PROGRESSIVA,1.50,,CLEARPLUS,
LSA0002965,PR GLOBAL LUX HD 1.50 COLOR PADRÃO TOTAL,GLOBAL LUX,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0002966,PR GLOBAL LUX HD 1.50 INC RESISTENTE A RISCO,GLOBAL LUX,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0002967,PROG GLOBAL LUX HD 1.50 INCOLOR CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.50,,CLEAR UV,
LSA0002968,PR GLOBAL LUX HD 1.50 INC CLEAR UV (RES. VRD),GLOBAL LUX,,PROGRESSIVA,1.50,,CLEAR UV,
LSA0002969,PR GLOBAL LUX HD 1.50 INC CLEARPLUS (RES. AZUL),GLOBAL LUX,,PROGRESSIVA,1.50,,CLEARPLUS,
LSA0002970,PR GLOBAL LUX HD 1.50 SENSITIVE CNZ ANTIRRISCO,GLOBAL LUX,,PROGRESSIVA,1.50,SENSITIVE,ANTIRRISCO,
LSA0002972,PR GLOBAL LUX HD 1.50 SENSITIVE CNZ CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.50,SENSITIVE,CLEAR UV,
LSA0002973,PR GLOBAL LUX HD 1.50 SENSITIVE CNZ CLEARPLUS,GLOBAL LUX,,PROGRESSIVA,1.50,SENSITIVE,CLEARPLUS,
LSA0002974,PR GLOBAL LUX HD POLI FILTRO AZUL ANTIRRISCO,GLOBAL LUX,,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0002976,PR GLOBAL LUX HD POLI INC FILTRO AZUL CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.59,,CLEAR UV,
LSA0002977,PR GLOBAL LUX HD POLI INC FILTRO AZUL CLEARPLUS,GLOBAL LUX,,PROGRESSIVA,1.59,,CLEARPLUS,
LSA0002978,PR GLOBAL LUX HD POLI COLOR PADRÃO TOTAL,GLOBAL LUX,,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0002979,PR GLOBAL LUX HD POLI INC RESISTENTE A RISCO,GLOBAL LUX,,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0002981,PR GLOBAL LUX HD POLI INC CLEAR UV (RES. VRD),GLOBAL LUX,,PROGRESSIVA,1.59,,CLEAR UV,
LSA0002982,PR GLOBAL LUX HD POLI INC CLEARPLUS (RES. AZUL),GLOBAL LUX,,PROGRESSIVA,1.59,,CLEARPLUS,
LSA0002983,PR GLOBAL LUX HD POLI SENSITIVE CNZ ANTIRRISCO,GLOBAL LUX,,PROGRESSIVA,1.59,SENSITIVE,ANTIRRISCO,
LSA0002985,PR GLOBAL LUX HD POLI SENSITIVE CNZ CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.59,SENSITIVE,CLEAR UV,
LSA0002986,PR GLOBAL LUX HD POLI SENSITIVE CNZ CLEARPLUS,GLOBAL LUX,,PROGRESSIVA,1.59,SENSITIVE,CLEARPLUS,
LSA0002988,PR GT2 FF 1.67 PFUSION CNZ DURAVISION CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,CHROME
LSA0002989,PR GT2 FF 1.67 PFUSION CNZ DURAVISION PLATINUM UV,GT2,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,PLATINUM
LSA0002990,PR GT2 FF 1.67 PFUSION CNZ DURAVISION SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.67,PHOTOFUSION,DURAVISION,SILVER
LSA0002995,PR GT2 FF POLI INC DURAVISION CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,CHROME
LSA0003042,PR LUXFOCAL SMART HD 1.67 INC FILTRO AZUL CLEAR UV,LUXFOCAL,SMART HD,PROGRESSIVA,1.67,,CLEAR UV,
LSA0003043,PR LUXFOCAL SMART HD 1.67 FILTRO AZUL CLEARPLUS,LUXFOCAL,SMART HD,PROGRESSIVA,1.67,,CLEARPLUS,
LSA0003051,PR LUXFOCAL SMART HD 1.67 INC CLEARPLUS,LUXFOCAL,SMART HD,PROGRESSIVA,1.67,,CLEARPLUS,
LSA0003068,PR LUXFOCAL SMART HD 1.50 INC CLEARBLUE,LUXFOCAL,SMART HD,PROGRESSIVA,1.50,,CLEARBLUE,
LSA0003069,PR LUXFOCAL SMART HD 1.50 INC CLEARPLUS,LUXFOCAL,SMART HD,PROGRESSIVA,1.50,,CLEARPLUS,
LSA0003079,PR LUXFOCAL SMART HD 1.50 SENSITIVE CNZ CLEARBLUE,LUXFOCAL,SMART HD,PROGRESSIVA,1.50,SENSITIVE,CLEARBLUE,
LSA0003164,PR MULTIMAX HD 1.50 INC INC FILTRO AZUL ANTIRRISCO,MULTIMAX,HD,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0003166,PR MULTIMAX HD 1.50 INC FILTRO AZUL CLEAR UV,MULTIMAX,HD,PROGRESSIVA,1.50,,CLEAR UV,
LSA0003167,PR MULTIMAX HD 1.50 INC FILTRO AZUL CLEARPLUS,MULTIMAX,HD,PROGRESSIVA,1.50,,CLEARPLUS,
LSA0003169,PR MULTIMAX HD 1.50 COLOR PADRÃO TOTAL AR,MULTIMAX,HD,PROGRESSIVA,1.50,,AR,
LSA0003171,PR MULTIMAX HD 1.50 INC CLEAR UV (RES. VRD),MULTIMAX,HD,PROGRESSIVA,1.50,,CLEAR UV,
LSA0003172,PR MULTIMAX HD 1.50 INC CLEARPLUS (RES. AZUL),MULTIMAX,HD,PROGRESSIVA,1.50,,CLEARPLUS,
LSA0003173,PR MULTIMAX HD 1.50 SENSITIVE CNZ ANTIRRISCO,MULTIMAX,HD,PROGRESSIVA,1.50,SENSITIVE,ANTIRRISCO,
LSA0003175,PR MULTIMAX HD 1.50 SENSITIVE CNZ CLEAR UV,MULTIMAX,HD,PROGRESSIVA,1.50,SENSITIVE,CLEAR UV,
LSA0003176,PR MULTIMAX HD 1.50 SENSITIVE CNZ CLEARPLUS,MULTIMAX,HD,PROGRESSIVA,1.50,SENSITIVE,CLEARPLUS,
LSA0003180,PR MULTIMAX HD POLI INC FILTRO AZUL CLEARPLUS,MULTIMAX,HD,PROGRESSIVA,1.59,,CLEARPLUS,
LSA0003184,PR MULTIMAX HD POLI INC CLEAR UV (RES. VRD),MULTIMAX,HD,PROGRESSIVA,1.59,,CLEAR UV,
LSA0003185,PR MULTIMAX HD POLI INC CLEARPLUS (RES. AZUL),MULTIMAX,HD,PROGRESSIVA,1.59,,CLEARPLUS,
LSA0003186,PR MULTIMAX HD POLI SENSITIVE CNZ ANTIRRISCO,MULTIMAX,HD,PROGRESSIVA,1.59,SENSITIVE,ANTIRRISCO,
LSA0003188,PR MULTIMAX HD POLI SENSITIVE CNZ CLEAR UV,MULTIMAX,HD,PROGRESSIVA,1.59,SENSITIVE,CLEAR UV,
LSA0003189,PR MULTIMAX HD POLI SENSITIVE CNZ CLEARPLUS,MULTIMAX,HD,PROGRESSIVA,1.59,SENSITIVE,CLEARPLUS,
LSA0003220,"REGR. MULTIMAX HD PRO 1.50 INC CLEAR UV 1,0",MULTIMAX,HD,REGRESSIVA,1.50,,CLEAR UV,
LSA0003222,"REGR. MULTIMAX HD PRO 1.50 INC CLEARPLUS 1,0",MULTIMAX,HD,REGRESSIVA,1.50,,CLEARPLUS,
LSA0003230,"REGR. MULTIMAX HD PRO POLI INC CLEARPLUS 1,0",MULTIMAX,HD,REGRESSIVA,1.59,,CLEARPLUS,
LSA0003232,VS SUPERMAX DIG. 1.50 INC FILTRO AZUL CLEAR UV,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,CLEAR UV,
LSA0003233,VS SUPERMAX DIG. 1.50 INC FILTRO AZUL CLEARPLUS,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,CLEARPLUS,
LSA0003234,VS SUPERMAX DIG. 1.50 COLOR ESPECIAL (C/AMOSTRA),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003236,VS SUPERMAX DIG. 1.50 COLOR PADRÃO TOTAL,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003238,VS SUPERMAX DIG. 1.50 INC RESISTENTE A RISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003239,VS SUPERMAX DIG. 1.50 INC CLEAR UV (RES. VRD),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,CLEAR UV,
LSA0003240,VS SUPERMAX DIG. 1.50 INC CLEARBLUE (RES. VIOLETA),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,CLEARBLUE,
LSA0003241,VS SUPERMAX DIG. 1.50 INC CLEARPLUS (RES. AZUL),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,CLEARPLUS,
LSA0003242,VS SUPERMAX DIG. 1.50 POL CNZ RESISTENTE A RISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003244,VS SUPERMAX DIG. 1.50 POL G-15 RESISTENTE A RISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003248,VS SUPERMAX DIG. 1.50 SENSITIVE CNZ ANTIRRISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,SENSITIVE,ANTIRRISCO,
LSA0003250,VS SUPERMAX DIG. 1.50 SENSITIVE CNZ CLEAR UV,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,SENSITIVE,CLEAR UV,
LSA0003251,VS SUPERMAX DIG. 1.50 SENSITIVE CNZ CLEARBLUE,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,SENSITIVE,CLEARBLUE,
LSA0003252,VS SUPERMAX DIG. 1.50 SENSITIVE CNZ CLEARPLUS,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,SENSITIVE,CLEARPLUS,
LSA0003259,VS SUPERMAX DIG.1.67 INC FILTRO AZUL CLEAR UV,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,,CLEAR UV,
LSA0003260,VS SUPERMAX DIG.1.67 INC FILTRO AZUL CLEARPLUS,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,,CLEARPLUS,
LSA0003266,VS SUPERMAX DIG.1.67 INC CLEAR UV (RES. VRD),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,,CLEAR UV,
LSA0003267,VS SUPERMAX DIG.1.67 INC CLEARBLUE (RES. VIOLETA),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,,CLEARBLUE,
LSA0003268,VS SUPERMAX DIG.1.67 INC CLEARPLUS (RES. AZUL),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,,CLEARPLUS,
LSA0003271,VS SUPERMAX DIG.1.67 SENSITIVE CNZ CLEAR UV,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,SENSITIVE,CLEAR UV,
LSA0003272,VS SUPERMAX DIG.1.67 SENSITIVE CNZ CLEARBLUE,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,SENSITIVE,CLEARBLUE,
LSA0003273,VS SUPERMAX DIG.1.67 SENSITIVE CNZ CLEARPLUS,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.67,SENSITIVE,CLEARPLUS,
LSA0003275,VS SUPERMAX DIG.1.74 INC CLEAR UV (RES. VRD),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.74,,CLEAR UV,
LSA0003276,VS SUPERMAX DIG.1.74 INC CLEARBLUE (RES. VIOLETA),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.74,,CLEARBLUE,
LSA0003277,VS SUPERMAX DIG.1.74 INC CLEARPLUS (RES. AZUL),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.74,,CLEARPLUS,
LSA0003279,VS SUPERMAX DIG. POLI INC FILTRO AZUL CLEARPLUS,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,CLEARPLUS,
LSA0003282,VS SUPERMAX DIG. POLI COLOR PADRAO TOT ANTIRRISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003284,VS SUPERMAX DIG. POLI INC RESISTENTE A RISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003285,VS SUPERMAX DIG. POLI INC CLEAR UV (RES. VRD),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,CLEAR UV,
LSA0003286,VS SUPERMAX DIG. POLI INC CLEARBLUE (RES. VIOLETA),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,CLEARBLUE,
LSA0003287,VS SUPERMAX DIG. POLI INC CLEARPLUS (RES. AZUL),SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,CLEARPLUS,
LSA0003288,VS SUPERMAX DIG. POLI SENSITIVE CNZ ANTIRRISCO,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,SENSITIVE,ANTIRRISCO,
LSA0003290,VS SUPERMAX DIG. POLI SENSITIVE CNZ CLEAR UV,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,SENSITIVE,CLEAR UV,
LSA0003291,VS SUPERMAX DIG. POLI SENSITIVE CNZ CLEARBLUE,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,SENSITIVE,CLEARBLUE,
LSA0003292,VS SUPERMAX DIG. POLI SENSITIVE CNZ CLEARPLUS,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,SENSITIVE,CLEARPLUS,
LSA0003293,VS SUPERMAX HD 1.67 INC FILTRO AZUL CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.67,,CLEAR UV,
LSA0003294,VS SUPERMAX HD 1.67 INC FILTRO AZUL CLEARPLUS,SUPERMAX,HD,VISÃO SIMPLES,1.67,,CLEARPLUS,
LSA0003300,VS SUPERMAX HD 1.67 INC CLEAR UV (RES. VRD),SUPERMAX,HD,VISÃO SIMPLES,1.67,,CLEAR UV,
LSA0003301,VS SUPERMAX HD 1.67 INC CLEARBLUE (RES. VIOLETA),SUPERMAX,HD,VISÃO SIMPLES,1.67,,CLEARBLUE,
LSA0003302,VS SUPERMAX HD 1.67 INC CLEARPLUS (RES. AZUL),SUPERMAX,HD,VISÃO SIMPLES,1.67,,CLEARPLUS,
LSA0003303,VS SUPERMAX HD 1.67 SENSITIVE CNZ ANTIRRISCO,SUPERMAX,HD,VISÃO SIMPLES,1.67,SENSITIVE,ANTIRRISCO,
LSA0003305,VS SUPERMAX HD 1.67 SENSITIVE CNZ CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.67,SENSITIVE,CLEAR UV,
LSA0003306,VS SUPERMAX HD 1.67 SENSITIVE CNZ CLEARBLUE,SUPERMAX,HD,VISÃO SIMPLES,1.67,SENSITIVE,CLEARBLUE,
LSA0003307,VS SUPERMAX HD 1.67 SENSITIVE CNZ CLEARPLUS,SUPERMAX,HD,VISÃO SIMPLES,1.67,SENSITIVE,CLEARPLUS,
LSA0003309,VS SUPERMAX HD 1.50 INC FILTRO AZUL CLEARPLUS,SUPERMAX,HD,VISÃO SIMPLES,1.50,,CLEARPLUS,
LSA0003310,VS SUPERMAX HD 1.50 COLOR ESPECIAL (C/AMOSTRA),SUPERMAX,HD,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003311,VS SUPERMAX HD 1.50 COLOR ESPECIAL CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.50,,CLEAR UV,
LSA0003312,VS SUPERMAX HD 1.50 COLOR PADRÃO TOTAL,SUPERMAX,HD,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003313,VS SUPERMAX HD 1.50 COLOR PADRÃO TOTAL CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.50,,CLEAR UV,
LSA0003314,VS SUPERMAX HD 1.50 INC RESISTENTE A RISCO,SUPERMAX,HD,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003315,V.S. SUPERMAX HD 1.50 INC CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.50,,CLEAR UV,
LSA0003316,VS SUPERMAX HD 1.50 INC CLEARBLUE (RES. VIOLETA),SUPERMAX,HD,VISÃO SIMPLES,1.50,,CLEARBLUE,
LSA0003317,VS SUPERMAX HD 1.50 INC CLEARPLUS (RES. AZUL),SUPERMAX,HD,VISÃO SIMPLES,1.50,,CLEARPLUS,
LSA0003318,VS SUPERMAX HD 1.50 SENSITIVE CNZ ANTIRRISCO,SUPERMAX,HD,VISÃO SIMPLES,1.50,SENSITIVE,ANTIRRISCO,
LSA0003320,VS SUPERMAX HD 1.50 SENSITIVE CNZ CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.50,SENSITIVE,CLEAR UV,
LSA0003321,VS SUPERMAX HD 1.50 SENSITIVE CNZ CLEARBLUE,SUPERMAX,HD,VISÃO SIMPLES,1.50,SENSITIVE,CLEARBLUE,
LSA0003322,VS SUPERMAX HD 1.50 SENSITIVE CNZ CLEARPLUS,SUPERMAX,HD,VISÃO SIMPLES,1.50,SENSITIVE,CLEARPLUS,
LSA0003323,VS SUPERMAX HD POLI INC FILTRO AZUL AR (RES. VRD),SUPERMAX,HD,VISÃO SIMPLES,1.59,,AR,
LSA0003324,VS SUPERMAX HD POLI INC FILTRO AZUL CLEARPLUS,SUPERMAX,HD,VISÃO SIMPLES,1.59,,CLEARPLUS,
LSA0003325,VS SUPERMAX HD POLI COLOR ESPECIAL ANTIRRISCO,SUPERMAX,HD,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003327,VS SUPERMAX HD POLI COLOR PADRÃO TOTAL ANTIRRISCO,SUPERMAX,HD,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003329,VS SUPERMAX HD POLI INC RESISTENTE A RISCO,SUPERMAX,HD,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003330,VS SUPERMAX HD POLI INC CLEAR UV (RES. VRD),SUPERMAX,HD,VISÃO SIMPLES,1.59,,CLEAR UV,
LSA0003331,VS SUPERMAX HD POLI INC CLEARBLUE (RES. VIOLETA),SUPERMAX,HD,VISÃO SIMPLES,1.59,,CLEARBLUE,
LSA0003332,VS SUPERMAX HD POLI INC CLEARPLUS (RES. AZUL),SUPERMAX,HD,VISÃO SIMPLES,1.59,,CLEARPLUS,
LSA0003333,VS SUPERMAX HD POLI SENSITIVE CNZ ANTIRRISCO,SUPERMAX,HD,VISÃO SIMPLES,1.59,SENSITIVE,ANTIRRISCO,
LSA0003335,VS SUPERMAX HD POLI SENSITIVE CNZ CLEAR UV,SUPERMAX,HD,VISÃO SIMPLES,1.59,SENSITIVE,CLEAR UV,
LSA0003337,VS SUPERMAX HD POLI SENSITIVE CNZ CLEARPLUS,SUPERMAX,HD,VISÃO SIMPLES,1.59,SENSITIVE,CLEARPLUS,
LSA0003365,VS  SPRMX HD SPORT POLI POL CNZ RESISTENTE A RISCO,SUPERMAX,SPORT,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003374,PR GLOBAL LUX HD 1.50 COLOR PADRÃO DEGRADE,GLOBAL LUX,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0003375,PR GLOBAL LUX HD POLI COLOR PADRÃO DEGRADE,GLOBAL LUX,,PROGRESSIVA,1.59,,ANTIRRISCO,
LSA0003399,PR MULTIMAX HD POLI COLOR PADRÃO DEDRADE CLEAR UV,MULTIMAX,HD,PROGRESSIVA,1.59,,CLEAR UV,
LSA0003400,VS SUPERMAX DIG. 1.50 COLOR PADRÃO DEGRADE,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003401,VS SUPERMAX DIG. 1.50 COLOR PADRAO DGRD CLEAR UV,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.50,,CLEAR UV,
LSA0003404,VS SUPERMAX DIG. POLI COLOR PADRAO DEGRADE HC,SUPERMAX,DIGITAL,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003408,VS SUPERMAX HD 1.50 COLOR PADRÃO DEGRADE,SUPERMAX,HD,VISÃO SIMPLES,1.50,,ANTIRRISCO,
LSA0003412,VS  SPRMX HD SPRT 1.67 COL PDR DGRD RESIS A RISCO,SUPERMAX,SPORT,VISÃO SIMPLES,1.67,,ANTIRRISCO,
LSA0003443,VS  SUP HD SPRT POLI COL PDR ESP CLRUV RES VRD INT,SUPERMAX,SPORT,VISÃO SIMPLES,1.59,,ANTIRRISCO,
LSA0003445,PR GT2 FF 1.50 INC ANTIRRISCO,GT2,FREEFORM,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0003447,PR GT2 FF 1.50 INC DURAVISION CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0003448,PR GT2 FF 1.50 INC DURAVISION PLATINUM UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0003449,PR GT2 FF 1.50 INC DURAVISION SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0003454,PR GT2 FF 1.50 PFUSION CNZ DURAVISION CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.50,PHOTOFUSION,DURAVISION,CHROME
LSA0003459,PR GT2 FF 1.67 INC DURAVISION BLUEPROTECT UV,GT2,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,BLUEPROTECT
LSA0003460,PR GT2 FF 1.67 INC DURAVISION CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,CHROME
LSA0003467,PR GT2 FF POLI PFUSION CNZ DURAVISION CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,CHROME
LSA0003469,PR GT2 FF POLI PFUSION CNZ DURAVISION SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.59,PHOTOFUSION,DURAVISION,SILVER
LSA0003639,PR SYNCHRONY EASY ADAPT CR-39 INC,SYNCHRONY,EASY ADAPT,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0003640,PR SYNCHRONY EASY ADAPT CR-39 INC MAR,SYNCHRONY,EASY ADAPT,PROGRESSIVA,1.50,,MAR,
