Código Produto,Nome Produto,Marca,Modelo,Tipo,Indice,Tratamento,Antireflexo,Variação Antireflexo
LSA0019094,VX LIBERTY 360 3.0 1.50 TR8 CNZ CRZSAPHR,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019097,VX LBRTY SHT 360 3.0 159 TRS8 CZ CRZRCK,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,
LSA0019103,PR VX COMFORT 1.59 TRS8 CZ CRZRCK,VARILUX,COMFORT,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,
LSA0019104,PR VX COMFORT 1.59 TRS 8 CRZSAPHR,VARILUX,COMFORT,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019105,PROG VX COMFORT 1.50 TRS8 CZ CRZRCK,VARILUX,COMFORT,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0019106,PR VX COMFORT 1.50 TRS 8 CRZSAPHR,VARILUX,COMFORT,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019109,PR VX LIBERTY 1.50 TRS8 CZ CRZRCK,VARILUX,LIBERTY,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0019110,PR VX LIBERTY 1.50 TRS 8 CRZSAPHR,VARILUX,LIBERTY,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019124,VX CMFRT MAX F EYE 159 TRS8 CNZ CRZSAPHR,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019127,VX CMFRT MAX F EYCD ORMA TRS8 CNZ CRZRCK,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0019130,VX COMFORT MAX 1.67 TRS G8 CNZ CRZSAPHR,VARILUX,COMFORT MAX,PROGRESSIVA,1.67,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019131,VX COMFORT MAX 1.59 TRS G8 CNZ CRZRCK,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,
LSA0019132,VX COMFORT MAX 1.59 TRS G8 CNZ CRZSAPHR,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019135,VX COMFORT MAX ORMA TRS G8 CNZ CRZRCK,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,
LSA0019147,VS EYEZEN KIDS AIR TR8 CNZ CRZSAPHR,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019148,EYEZEN START STY 1.67 TR8 CNZ CRZSAPHR,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019149,VS EYEZEN START AIR TR8 CNZ CRZSAPHR,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019152,EYEZEN START ORMA TR8 CNZ CRZSAPHR,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019159,VS EYEZEN BOOST AIR TR8 CNZ CRZRCK,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,
LSA0019162,VS EYEZEN KIDS AIR TR8 CNZ CRZRCK,EYEZEN,KIDS,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,
LSA0019163,EYEZEN START STY 1.67 TR8 CNZ  CRZRCK,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,
LSA0019167,VS EYEZEN START ORMA TR8 CNZ CRZRCK,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,
LSA0019168,EYZ START 1.67 FIT EYE TR8 CNZ CRZRCK,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,
LSA0019183,VS 1.59 TRANS8 SCLS AMETISTA CRZSAPHR,ESSILOR,,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019187,EYZN BOOST 1.59 TRS8 SCLS SAF CRZSAPHR,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019238,KOD UNQ UHD POLI TRANS 8 CNZ CRZSAPHR,KODAK,UNIQUE UHD,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019239,KOD UNQ UHD 1.50 TRANS 8 CZ  CRZRCK,KODAK,UNIQUE UHD,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0019244,KOD NTWORK UHD 1.59 TRANS8 CNZ CRZSAPHR,KODAK,NETWORK UHD,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019246,KOD NTWORK UHD 1.50 TRANS8 CNZ CRZSAPHR,KODAK,NETWORK UHD,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019249,KOD PRE UHD POLI TRANS 8 CZ CRZRCK,KODAK,PRECISE UHD,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,
LSA0019251,KOD PRE UHD 1.50 TRANS 8 CZ  CRZRCK,KODAK,PRECISE UHD,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,
LSA0019269,EYEZEN BOOST ORMA XTR 2.0 CNZ  CRZRCK,EYEZEN,BOOST,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,
LSA0019291,LT ESSILOR ORMA TRANGEN 8 CINZA CRZSAPHR,ESSILOR,,LENTE PRONTA,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0019357,KODAK SGL DIG 1.50 XPERIO CNZ CRZSAPHRFI,KODAK,SINGLE,VISÃO SIMPLES,1.50,XPERIO,CRIZAL,SAPPHIRE
LSA0019368,GT2 NE FF 1.50 INC BGUARD DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019369,GT2 NE FF 1.50 INC BGUARD DRV SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019370,GT2 NE FF 1.50 INC BGUARD DRV PLATIUM,GT2,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019371,GT2 NE FF POLI INC BGUARD DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,CHROME
LSA0019372,GT2 NE FF POLI INC BGUARD DRV SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019373,GT2 NE FF POLI INC BGUARD DRV PLATIUM,GT2,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019377,GT2 NE FF 1.67 INC BGUARD DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,CHROME
LSA0019379,GT2 NE FF 1.67 INC BGUARD DRV PLATIUM,GT2,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
LSA0019380,LT PRONTA 1.50 CLEARVIEW DRV CHROME UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,CHROME
LSA0019381,LT PRONTA 1.50 CLEARVIEW DRV CHROME,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,CHROME
LSA0019382,LT PRONTA 1.50 CLEARVIEW DRV SILVER UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,SILVER
LSA0019383,LT PRONTA 1.50 CLEARVIEW DRV SILVER,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,SILVER
LSA0019384,LT PRONTA 1.50 CLEARVIEW DRV PLATINUM UV,ZEISS,,LENTE PRONTA,1.50,,DURAVISION,PLATINUM
LSA0019385,LT PRONTA POLI BGUARD DRV CHROME UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,CHROME
LSA0019386,LT PRONTA POLI BGUARD DRV SILVER UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,SILVER
LSA0019387,LT PRONTA POLI BGUARD DRV PLATINUM UV,ZEISS,,LENTE PRONTA,1.59,,DURAVISION,PLATINUM
LSA0019388,LT PRONTA 1.60 CLEARVIEW DRV SILVER UV,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,SILVER
LSA0019389,LT PRONTA 1.60 CLEARVIEW DRV SILVER,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,SILVER
LSA0019390,LT PRONTA 1.60 CLEARVIEW DRV PLATINUM UV,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,PLATINUM
LSA0019391,LT PRONTA 1.60 CLEARVIEW DRV CHROME UV,ZEISS,,LENTE PRONTA,1.60,,DURAVISION,CHROME
LSA0019392,LT PRONTA 1.67 CLEARVIEW DRV SILVER UV,ZEISS,,LENTE PRONTA,1.67,,DURAVISION,SILVER
LSA0019393,LT PRONTA 1.67 CLEARVIEW DRV PLATINUM UV,ESSILOR,,LENTE PRONTA,1.67,,DURAVISION,PLATINUM
LSA0019394,LT PRONTA 1.74 CLEARVIEW DRV PLATINUM UV,ZEISS,,LENTE PRONTA,1.74,,DURAVISION,PLATINUM
LSA0019397,VS SMTLIFE IND BGUARD 1.50 DRV PLATINUM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,,DURAVISION,PLATINUM
LSA0019400,VS SMTLIFE IND BGUARD POLI DRV PLATINUM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.59,,DURAVISION,PLATINUM
LSA0019403,VS SMTLIFE IND BGUARD 1.60 DRV PLATINUM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,,DURAVISION,PLATINUM
LSA0019405,VS SMTLIFE IND BGUARD 1.67 DRV SILVER UV,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,SILVER
LSA0019406,VS SMTLIFE IND BGUARD 1.67 DRV PLATINUM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,PLATINUM
LSA0019408,VS SMTLIFE IND BGUARD 1.74 DRV SILVER,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,SILVER
LSA0019409,VS SMTLIFE IND 1.74 BGUARD DRV PLATINUM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,PLATINUM
LSA0019410,VS SMTLIFE DIG IND LENSES 1.50 DRV PLTM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,,DURAVISION,PLATINUM
LSA0019411,VS SMTLIFE DIG IND LENSES POLI DRV PLTM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.59,,DURAVISION,PLATINUM
LSA0019412,VS SMTLIFE DIG IND LENSES 1.60 DRV PLTM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.60,,DURAVISION,PLATINUM
LSA0019413,VS SMTLIFE DIG IND LENSES 1.67 DRV PLTM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.67,,DURAVISION,PLATINUM
LSA0019414,VS SMTLIFE DIG IND LENSES 1.74 DRV PLTM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.74,,DURAVISION,PLATINUM
LSA0019426,VS ENERGIZEME 1.60 BGUARD PLATINUM UV,ENERGIZEME,,VISÃO SIMPLES,1.60,,DURAVISION,PLATINUM
LSA0019430,VS ENERGIZEME DIGITAL POLI BGUARD PLTM,ENERGIZEME,DIGITAL,VISÃO SIMPLES,1.59,,DURAVISION,PLATINUM
LSA0019432,VS ENERGIZEME DIGITAL 1.67 BGUARD PLTM,ENERGIZEME,DIGITAL,VISÃO SIMPLES,1.67,,DURAVISION,PLATINUM
LSA0019479,OFCLENS PLUS ROOM 1.50 BGUARD CHROME,OFFICELENS,PLUS,REGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019480,OFCLENS PLUS ROOM 1.50 BGUARD SILVER,OFFICELENS,PLUS,REGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019509,OFCLENS PLUS NEAR 1.50 BGUARD CHROME,OFFICELENS,PLUS,REGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019512,OFCLENS PLUS NEAR POLI BGUARD CHROME,OFFICELENS,PLUS,REGRESSIVA,1.59,,DURAVISION,CHROME
LSA0019524,OFCLENS PLUS NEAR SH 1.50 BGUARD CHROME,OFFICELENS,PLUS,REGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019541,SMTLIFE IND BGUARD 1.50 DRV PLATINUM UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019544,SMTLIFE IND BGUARD POLI DRV PLATINUM UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019552,SMTLIFE IND 1.74 BGUARD DRV SILVER UV**,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.74,,DURAVISION,SILVER
LSA0019565,SMTLIFE SUPERB 1.50 BGUARD DRV PLATINUM,SMARTLIFE,SUPERB,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019567,SMTLIFE SUPERB POLI BGUARD DRV SILVER UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019568,SMTLIFE SUPERB POLI BGUARD DRV PLATINUM,SMARTLIFE,SUPERB,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019570,SMTLIFE SUPERB 1.60 BGUARD DRV SILVER UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.60,,DURAVISION,SILVER
LSA0019574,SMTLIFE SUPERB 1.67 BGUARD DRV PLATINUM,SMARTLIFE,SUPERB,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
LSA0019577,SMTLIFE SUPERB 1.74 BGUARD DRV PLATINUM,SMARTLIFE,SUPERB,PROGRESSIVA,1.74,,DURAVISION,PLATINUM
LSA0019579,SMTLIFE PLUS 1.50 BGUARD DRV SILVER UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019580,SMTLIFE PLUS 1.50 BGUARD DRV PLATINUM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019582,SMTLIFE PLUS POLI BGUARD DRV SILVER UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019583,SMTLIFE PLUS POLI BGUARD DRV PLATINUM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019589,SMTLIFE PLUS 1.67 BGUARD DRV PLATINUM UV,SMARTLIFE,PLUS,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
LSA0019594,SMTLIFE PURE 1.50 BGUARD DRV SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019595,SMTLIFE PURE 1.50 BGUARD DRV PLATINUM UV,SMARTLIFE,PURE,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019596,SMTLIFE PURE POLI BGUARD DRV CHROME UV,SMARTLIFE,PURE,PROGRESSIVA,1.59,,DURAVISION,CHROME
LSA0019597,SMTLIFE PURE POLI BGUARD DRV SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019598,SMTLIFE PURE POLI BGUARD DRV PLATINUM UV,SMARTLIFE,PURE,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019600,SMTLIFE PURE 1.60 BGUARD DRV SILVER UV,SMARTLIFE,PURE,PROGRESSIVA,1.60,,DURAVISION,SILVER
LSA0019608,SMTLIFE ESSENTIAL 1.50 BGUARD CHROME,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019609,SMTLIFE ESSENTIAL L 1.50 BGUARD SILVER,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019610,SMTLIFE ESSENTIAL 1.50 BGUARD DRV PLTM,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019612,SMTLIFE ESSENTIAL POLI BGUARD SILVER,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019613,SMTLIFE ESSENTIAL POLI BGUARD DRV PLTM,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019616,SMTLIFE ESSENTIAL 1.60 BGUARD DRV PLTM,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
LSA0019619,SMTLIFE ESSENTIAL 1.67 BGUARD DRV PLTM,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
LSA0019622,SMTLIFE ESSENTIAL 1.74 BGUARD DRV PLTM,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.74,,DURAVISION,PLATINUM
LSA0019624,SMTLIFE ESSENTIAL SH 1.50 BGUARD SILVER,SMARTLIFE,ESSENTIAL,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019638,ZEISS LIGHT 3DV 1.50 INC BGUARD,LIGHT 3DV,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0019639,LIGHT 3DV 1.50 INC BGUARD DRV CHROME UV,LIGHT 3DV,,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019640,LIGHT 3DV 1.50 INC BGUARD DRV SILVER UV,LIGHT 3DV,,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019641,LIGHT 3DV 1.50 BGUARD DRV PLATINUM UV,LIGHT 3DV,,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019643,LIGHT 3DV 1.60 INC BGUARD DRV SILVER UV,LIGHT 3DV,,PROGRESSIVA,1.60,,DURAVISION,SILVER
LSA0019644,LIGHT 3DV 1.60 BGUARD DRV PLATINUM UV,LIGHT 3DV,,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
LSA0019646,LIGHT 3DV 1.67 INC BGUARD DRV SILVER UV,LIGHT 3DV,,PROGRESSIVA,1.67,,DURAVISION,SILVER
LSA0019651,ZEISS LIGHT 3D 1.50 INC BGUARD,LIGHT 3D,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0019652,LIGHT 3D 1.50 BGUARD DRV CHROME UV 14,LIGHT 3D,,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019653,LIGHT 3D 1.50 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019654,LIGHT 3D 1.50 INC BGUARD DRV PLATINUM UV,LIGHT 3D,,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019656,LIGHT 3D POLI INC BGUARD DRV CHROME UV,LIGHT 3D,,PROGRESSIVA,1.59,,DURAVISION,CHROME
LSA0019657,LIGHT 3D POLI INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019658,LIGHT 3D POLI INC BGUARD DRV PLATINUM UV,LIGHT 3D,,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019659,LIGHT 3D 1.60 INC BGUARD DRV CHROME UV,LIGHT 3D,,PROGRESSIVA,1.60,,DURAVISION,CHROME
LSA0019660,LIGHT 3D 1.60 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.60,,DURAVISION,SILVER
LSA0019662,LIGHT 3D 1.67 INC BGUARD DRV CHROME UV,LIGHT 3D,,PROGRESSIVA,1.67,,DURAVISION,CHROME
LSA0019663,LIGHT 3D 1.67 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.67,,DURAVISION,SILVER
LSA0019664,LIGHT 3D 1.67 INC BGUARD DRV PLATINUM UV,LIGHT 3D,,PROGRESSIVA,1.67,,DURAVISION,PLATINUM
LSA0019666,LIGHT 3D 1.74 INC BGUARD DRV SILVER UV,LIGHT 3D,,PROGRESSIVA,1.74,,DURAVISION,SILVER
LSA0019667,LIGHT 3D 1.74 INC BGUARD DRV PLATINUM UV,LIGHT 3D,,PROGRESSIVA,1.74,,DURAVISION,PLATINUM
LSA0019670,LIGHT D FF 1.74 BGUARD DRV PLATINUM UV,LIGHT D,FREEFORM,PROGRESSIVA,1.74,,DURAVISION,PLATINUM
LSA0019671,ZEISS LIGHT D FF 1.50 INC BGUARD,LIGHT D,FREEFORM,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0019672,LIGHT D FF 1.50 INC BGUARD DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,CHROME
LSA0019673,LIGHT D FF 1.50 INC BGUARD DRV SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,SILVER
LSA0019674,LIGHT D FF 1.50 BGUARD DRV PLATINUM UV,LIGHT D,FREEFORM,PROGRESSIVA,1.50,,DURAVISION,PLATINUM
LSA0019676,LIGHT D FF POLI INC BGUARD DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,CHROME
LSA0019677,LIGHT D FF POLI INC BGUARD DRV SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,SILVER
LSA0019678,LIGHT D FF POLI BGUARD DRV PLATINUM UV,LIGHT D,FREEFORM,PROGRESSIVA,1.59,,DURAVISION,PLATINUM
LSA0019679,LIGHT D FF 1.60 INC BGUARD DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,CHROME
LSA0019680,LIGHT D FF 1.60 INC BGUARD DRV SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,SILVER
LSA0019681,LIGHT D FF 1.60 BGUARD DRV PLATINUM UV,LIGHT D,FREEFORM,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
LSA0019682,LIGHT D FF 1.67 INC BGUARD DRV CHROME UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,CHROME
LSA0019683,LIGHT D FF 1.67 INC BGUARD DRV SILVER UV,LIGHT D,FREEFORM,PROGRESSIVA,1.67,,DURAVISION,SILVER
LSA0019685,GT2 NE FF 1.60 PFUSION CNZ DRV CHROME UV,GT2,FREEFORM,PROGRESSIVA,1.60,PHOTOFUSION,DURAVISION,CHROME
LSA0019686,GT2 NE FF 1.60 PFUSION CNZ DRV SILVER UV,GT2,FREEFORM,PROGRESSIVA,1.60,PHOTOFUSION,DURAVISION,SILVER
LSA0019688,LT PRT 1.50 CLEARVIEW PFSN CNZ PLTM,ZEISS,,LENTE PRONTA,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0019689,LT PRT 1.60 CLEARVIEW PFSN CNZ PLTM,ZEISS,,LENTE PRONTA,1.60,PHOTOFUSION,DURAVISION,PLATINUM
LSA0019690,VS SMTLIFE IND LENSES 150 PFSN CNZ PLTM,SMARTLIFE,INDIVIDUAL,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0019706,VS ENGZME DIGITAL 1.50 PFUSION CNZ PLTM,ENERGIZEME,,VISÃO SIMPLES,1.50,PHOTOFUSION,DURAVISION,PLATINUM
LSA0019827,GLOBAL LUX HD OC 1.50 INC CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.50,,CLEAR UV,
LSA0019831,GLOBAL LUX HD OC 1.59 INC CLEAR UV,GLOBAL LUX,,PROGRESSIVA,1.59,,CLEAR UV,
LSA0019836,PR GLOBAL LUX HD 1.50 COLOR ESPECIAL,GLOBAL LUX,,PROGRESSIVA,1.50,,ANTIRRISCO,
LSA0020147,V.S. 1.50 BLUE UV NO REFLEX,ESSILOR,,VISÃO SIMPLES,1.50,,NO REFLEX,
LSA0020149,V.S. 1.50 BLUE UV CRZRCK,ESSILOR,,VISÃO SIMPLES,1.50,,CRIZAL,
LSA0020727,LENTE PRONTA KODAK 1.50 TRANS 8 CITY,KODAK,CITY,LENTE PRONTA,1.50,TRANSITIONS,AR,
LSA0020729,VS STELLEST RX AIRWEAR CRZ ROCK,STELLEST,,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0020732,ESS STELLEST EXPRESS SERVICE 1.59 SPH UV,STELLEST,,VISÃO SIMPLES,1.59,,CRIZAL,
PR10129,PR HOYA AMPLUS CR-39 INC.,AMPLUS,,PROGRESSIVA,1.50,,ANTIRRISCO,
PR10201,PROG HOYA AMPLUS  CR-39 SENSITY CLEANEXTRA,AMPLUS,,PROGRESSIVA,1.50,SENSITY,CLEANEXTRA,
PR10202,PROG HOYA AMPLUS  CR-39 SENSITY CINZA,AMPLUS,,PROGRESSIVA,1.50,SENSITY,ANTIRRISCO,
PR10656,PR.OG. CR-39 INCOLOR,CR-39,,PROGRESSIVA,1.50,,ANTIRRISCO,
PR10657,PROG CR-39 INCOLOR AR,CR-39,,PROGRESSIVA,1.50,,AR,
PR10658,PROG CR-39 FOTO,CR-39,,PROGRESSIVA,1.50,FOTO,ANTIRRISCO,
PR10659,PROG CR-39 FOTO AR,CR-39,,PROGRESSIVA,1.50,FOTO,AR,
PR11158,PR HOYA AMPLUS POLI SENSITY CLEANEXTRA,AMPLUS,,PROGRESSIVA,1.59,SENSITY,CLEANEXTRA,
PR13411,PRO BKSG HOYALUX WIDE PRO BKS TRIVEX SENSITY CINZ,HOYALUX,WIDE PRO,PROGRESSIVA,1.53,SENSITY,ANTIRRISCO,
PR1418,PR GT2 POLI INC. DRV SILVER,GT2,,PROGRESSIVA,1.59,,DURAVISION,SILVER
PR14571,PROG HOYA AMPLUS CR-39 SENSITY CINZA NO-RISK BCONT,AMPLUS,,PROGRESSIVA,1.50,SENSITY,NO-RISK,
PR14574,PROG HOYA AMPLUS POLI INC. NO-RISK BCONTROL,AMPLUS,,PROGRESSIVA,1.59,,BLUECONTROL,
PR15300,PR.OG. POLI INCOLOR,POLI,,PROGRESSIVA,1.59,,ANTIRRISCO,
PR15301,PROG POLI INCOLOR AR,POLI,AR,PROGRESSIVA,1.59,,AR,
PR15302,PROG POLI FOTO,POLI,FOTO,PROGRESSIVA,1.59,FOTO,ANTIRRISCO,
PR15303,PROG POLI FOTO AR,POLI,FOTO AR,PROGRESSIVA,1.59,FOTO,AR,
PR16344,SMARTLIFE PLUS 1.50 DRV BPT UV,SMARTLIFE,PLUS,PROGRESSIVA,1.50,,DURAVISION,BLUEPROTECT
PR17000,PR0G VX CMFRT MAX FT EYCD ARWR BLUE UV CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
PR17461,PR HOYA AMPLUS CR-39 SNSTY 2 CNZ CLN EXT,AMPLUS,,PROGRESSIVA,1.50,SENSITY,CLEANEXTRA,
PR17474,PR HOYA AMPLUS CR-39 SENSITY 2 VERDE,AMPLUS,,PROGRESSIVA,1.50,SENSITY,AR,
PR17729,PR SMARTLIFE IND1.60 INC BGUARD DRV PLTNM UV,SMARTLIFE,INDIVIDUAL,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
PR17746,SMARTLIFE SUP  1.50 INC INC BGUARD DRV SLVR UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.50,,DURAVISION,SILVER
PR17753,SMARTLIFE SUP 1.60 INC BGUARD DRV PLTNM UV,SMARTLIFE,SUPERB,PROGRESSIVA,1.60,,DURAVISION,PLATINUM
